0,0
998,0
998,502
1893,502
1893,214
2309,214
2309,321
2801,321
2801,624
3520,624
3520,23
4303,23
4303,-131
4067,-131
4067,782
4900,782
4900,453
4928,453
4928,-306
4658,-306
4658,-855
4413,-855
4413,-202
3562,-202
3562,474
3351,474
3351,-475
4331,-475
4331,-161
3434,-161
3434,603
3583,603
3583,389
3388,389
3388,-518
3922,-518
3922,-964
4284,-964
4284,-970
4038,-970
4038,-1821
4013,-1821
4013,-896
3679,-896
3679,-223
2681,-223
2681,358
3464,358
3464,1270
3517,1270
3517,576
3076,576
3076,987
2168,987
2168,231
3114,231
3114,-291
3037,-291
3037,177
3853,177
3853,-378
3659,-378
3659,-1085
3756,-1085
3756,-1707
3855,-1707
3855,-1972
3265,-1972
3265,-1399
3397,-1399
3397,-1582
2428,-1582
2428,-1789
2338,-1789
2338,-2120
2426,-2120
2426,-2726
2111,-2726
2111,-2383
2657,-2383
2657,-1923
1831,-1923
1831,-2350
1599,-2350
1599,-2233
1724,-2233
1724,-1924
2157,-1924
2157,-1977
2305,-1977
2305,-1861
1868,-1861
1868,-1522
1580,-1522
1580,-2401
1528,-2401
1528,-3031
1729,-3031
1729,-3548
1388,-3548
1388,-3370
1482,-3370
1482,-2734
723,-2734
723,-3332
445,-3332
445,-3000
637,-3000
637,-2537
312,-2537
312,-1687
112,-1687
112,-877
-574,-877
-574,-628
-800,-628
-800,-925
115,-925
115,-1042
171,-1042
171,-1101
931,-1101
931,-656
1115,-656
1115,262
1288,262
1288,-641
1500,-641
1500,-1509
1412,-1509
1412,-2307
583,-2307
583,-1472
20,-1472
20,-1453
500,-1453
500,-2442
1029,-2442
1029,-3276
1544,-3276
1544,-2312
668,-2312
668,-2606
1446,-2606
1446,-3157
989,-3157
989,-3615
1139,-3615
1139,-4313
2095,-4313
2095,-5094
1785,-5094
1785,-6042
1835,-6042
1835,-5986
1933,-5986
1933,-5638
1679,-5638
1679,-5024
1025,-5024
1025,-5383
1657,-5383
1657,-6377
956,-6377
956,-6992
1020,-6992
1020,-7499
1688,-7499
1688,-8082
1001,-8082
1001,-8984
437,-8984
437,-9198
1367,-9198
1367,-9529
1155,-9529
1155,-8586
1714,-8586
1714,-7700
2304,-7700
2304,-8505
2730,-8505
2730,-7836
2589,-7836
2589,-8069
2016,-8069
2016,-8751
1085,-8751
1085,-8484
1202,-8484
1202,-9384
258,-9384
258,-8717
-580,-8717
-580,-9091
-986,-9091
-986,-8235
1,-8235
1,-9105
717,-9105
717,-9698
1313,-9698
1313,-10352
1966,-10352
1966,-10232
1300,-10232
1300,-10087
1790,-10087
1790,-10716
1962,-10716
1962,-11597
1154,-11597
1154,-11921
2110,-11921
2110,-12453
1635,-12453
1635,-12288
1132,-12288
1132,-11927
1340,-11927
1340,-11604
1908,-11604
1908,-12480
2571,-12480
2571,-12491
1732,-12491
1732,-12558
2231,-12558
2231,-12483
1588,-12483
1588,-11529
1682,-11529
1682,-11947
2443,-11947
2443,-12789
2230,-12789
2230,-13405
1445,-13405
1445,-13447
2152,-13447
2152,-13790
1639,-13790
1639,-14270
1108,-14270
1108,-15160
209,-15160
209,-15162
179,-15162
179,-15350
211,-15350
211,-14762
691,-14762
691,-14729
1540,-14729
1540,-14286
874,-14286
874,-14169
861,-14169
861,-15143
408,-15143
408,-15050
1368,-15050
1368,-15419
1700,-15419
1700,-15480
1683,-15480
1683,-14923
2501,-14923
2501,-15667
2377,-15667
2377,-14751
1923,-14751
1923,-15323
2374,-15323
2374,-15352
3085,-15352
3085,-15486
3566,-15486
3566,-15120
3239,-15120
3239,-14988
2420,-14988
2420,-14149
2905,-14149
2905,-13208
3129,-13208
3129,-12677
3817,-12677
3817,-12116
4775,-12116
4775,-13015
4460,-13015
4460,-12191
4052,-12191
4052,-13132
4569,-13132
4569,-13295
3691,-13295
3691,-13267
4458,-13267
4458,-14065
4685,-14065
